Company/Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage
Aether Biomedical,2016,Delhi,Health,"Medical robotics startup, focussed on developing rehabilitation devices","Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,3000000.0,Seed
91springboard,2012,Delhi,Accomodation,It offers collaborative workspace with varied amenities,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,Unknown Stage
Yulu,2016,Bangalore,Transportation & Logistics,The electric and scooter rental startup,Amit Gupta,Rocketship,3964000.0,Unknown Stage
Milkbasket,2015,Gurugram,Transportation & Logistics,Hyperlocal delivery service startup,Anant Goel,Inflection Point Ventures,5500000.0,Unknown Stage
MergerDomo,2018,Noida,Retail,Global online corporate deal sourcing and consulting marketplace,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",197000.0,Unknown Stage
GoMechanic,2016,Delhi,Manufacturing,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,3000000.0,Series B
Milk Mantra,2009,Odisha,Food and Beverages,Produces Dairy Products,Srikumar Misra,US International Development Finance Corporation,10000000.0,Unknown Stage
Myglamm,2015,Mumbai,Lifestyle,On-demand beauty services provider,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",4327000.0,Unknown Stage
Drishti Technologies,2016,Bangalore,Technology,"AI-based video analytics, data, and insights bring benefits to manufacturers",Prasad Akella,Sozo Ventures,25000000.0,Series B
Instasolv,2019,Noida,Education,It is a doubt-solving app for students from Class 6 to 12,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,2000000.0,Pre-Seed
GoldenPi,2017,Bangalore,Finance,An online aggregator of bonds and debentures available in the secondary market,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,459000.0,Unknown Stage
Peppermint,2020,Bangalore,Technology,Industrial robotics startup,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",3000000.0,Seed
Sarva,2016,Mumbai,Health,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,Shikhar Dhawan,3000000.0,Unknown Stage
Jai Kisan,2017,Mumbai,Finance,A platform that caters the need of customers in rural areas,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",3937000.0,Pre-Seed
Agro2o,2016,New Delhi,Agriculture,It develops products focused on making hydroponics-based farming,Yash Vyas,Mumbai Angels Network,3000000.0,Unknown Stage
LetsTransport,2015,Bangalore,Technology,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,1313500.0,Unknown Stage
GabbarDeals,2016,Pune,E-commerce,Online-to-Offline platforms for mobile phones & accessories,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,3000000.0,Unknown Stage
Crimson Healthcare,2015,Delhi,Health,It innovates cutting edge solutions for various problems in the healthcare system,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,229800.0,Unknown Stage
Biomoneta,2016,Bangalore,Lifestyle,It develops germicidal technologies,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",3000000.0,Seed
Edvizo,2016,Bangalore,Education,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Ravi Nishant,Inflection Point Ventures,150000.0,Seed
Servify,2016,Mumbai,Technology,Operates device management and support platform,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",11370000.0,Series C
Drum Food,2016,Mumbai,Food and Beverages,It runs yoghurt brand Epigamia,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",5305000.0,Unknown Stage
Innoviti,2002,Bangalore,Technology,Digital payments solutions company,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",3000000.0,Series C
Jiffy ai,2018,Bangalore,Technology,Enterprise automation startup,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A
Postman,2014,Bangalore,Technology,API development platform startup,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C
F5,2018,Bangalore,Retail,It provides opportunities for its partner vendors to upsell and cross-sell their products.,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,3000000.0,Unknown Stage
Waycool,2015,Chennai,Agriculture,Food development and distribution services,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,5500000.0,Series C
Myelin Foundry,2019,Bangalore,Technology,"It builds AI based algorithms on video, voice and sensor","Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,3000000.0,Unknown Stage
Ameliorate Biotech,2016,Bangalore,Technology,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.","Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",264000.0,Angel
Hapramp,2018,Gurugram,Technology,Startup working on technologies like blockchain and social media,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,1000000.0,Unknown Stage
MyKaam,2016,Bangalore,Human Resources,Online job searching and recruiting platform,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",3000000.0,Unknown Stage
HealthPlix,2016,Bangalore,Health,It provides clinical software for doctors,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B
YoloBus,2019,Gurugram,Transportation & Logistics,Intercity bus service startup,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,3300000.0,Series A
iNurture Education,2016,Bangalore,Education,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,Kimera Ltd,4000000.0,Unknown Stage
Pocket52,2017,Bangalore,Technology,An online poker playing platform,Nitesh Salvi,Gameskraft,1750000.0,Series A
QuaQua,2016,Hyderabad,Lifestyle,Virtual travel guide platform,"Purav Shah, Sandesh Reddy",Anthill Ventures,1000000.0,Unknown Stage
Crofarm,2016,Delhi,Agriculture,Supply chain that supports farmers and provides businesses with freshest produce,"Prashant Jain, Varun Khurana",Smile group,1000000.0,Unknown Stage
Timios,2016,Bangalore,Food and Beverages,Provides healthy snacks for kids,Aswani Chaitanya,Rangsons Technologies,3000000.0,Pre-Seed
Wooden Street,2015,Jaipur,E-commerce,It enables to order custom furniture online,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,3000000.0,Series A
BankBazaar,2008,Chennai,Finance,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,5967000.0,Later Stage
Rentmojo,2012,Bangalore,Accomodation,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,Unknown Stage
Credgencies,2018,Bangalore,Technology,Tech-enabled platform for resolution of non-performing assets,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,3000000.0,Seed
Knorish,2016,Delhi,Education,All-in-one knowledge commerce SaaS platform,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,323000.0,Pre-Seed
LetsTransport,2015,Bangalore,Technology,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,Unknown Stage
Vahak,2017,Bangalore,Transportation & Logistics,It enables logistic companies to conncet with transporters,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",3000000.0,Seed
Nutrova,2013,Mumbai,Health,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",Akshay Pai,DSG Consumer Partners,3000000.0,Pre-Seed
Cube Wealth,2018,Mumbai,Technology,A digital wealth management services,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",500000.0,Series B
IVF Access,2019,Bangalore,Health,It provdes IVF treatments,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,5000000.0,Series A
Hoi Foods,2017,Delhi,Food and Beverages,Quality food solution,Indrajeet Roy,Crowd Fund,2000000.0,Pre-Seed
Ola Financial Services,2016,Bangalore,Finance,It operates Ola Money,Bhavish Aggarwal,Matrix Partners,27000000.0,Series A
Awifs,2015,Delhi,Real Estate,Provides office space solutions,Amit Ramani,"Bisque Limited, Link Investment Trust.",5200000.0,Unknown Stage
Dunzo,2014,Bangalore,Transportation & Logistics,India-based hyperlocal delivery startup,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,55000000.0,Unknown Stage
Swiflearn,2019,Gurugram,Education,Learning platform for K-10 students looking for personalised learning,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",3000000.0,Seed
Remedo,2017,Delhi,Health,The platform connects doctors with patients,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,3000000.0,Pre-Seed
Blowhorn,2014,Bangalore,Transportation & Logistics,Tech platform that connects logistics service seekers with mini-truck drivers,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,3000000.0,Unknown Stage
Toch,2016,Mumbai,Technology,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos","Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0,Pre-Seed
Gram Cover,2016,Noida,Finance,It provides insurance products in rural areas,Jatin Singh,"EMVC, Flourish, Omidyar Network India",3000000.0,Pre-Seed
Coin DCX,2018,Mumbai,Technology,Hybrid crypto exchange platform,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,2500000.0,Unknown Stage
HomeCapital,2016,Mumbai,Finance,Home Down Payment Assistance Program,Lalit Menghani,Varanium NexGen Fund,3000000.0,Unknown Stage
Euler Motors,2016,Delhi,Technology,Startup focusses on electric vehicles,Saurav Kumar,Inventus III India Fund,2530000.0,Series A
Riskcovry,2018,Mumbai,Finance,Offers various insurance products,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",3000000.0,Pre-Seed
NWNT (No Worry No Tension Healthcare),2016,Delhi,Health,Mental healthtech startup,Sandeep Vohra,Amit Burman,3000000.0,Pre-Seed
Voicezen,2016,Gurugram,Technology,Conversational AI startup,Anurba Nath,Bharti Airtel,3000000.0,Unknown Stage
Leap Club,2016,Gurugram,Finance,Community led professional network for women,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Angel
Credit Mantri,2012,Chennai,Finance,Offers free credit score and a detailed credit analysis report,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",792000.0,Unknown Stage
Xtracap,2016,Gurugram,Finance,"Offers online payment solution,schemes, order management, insurance etc.,",Mohammed Riaz,Angel Investors,1000000.0,Unknown Stage
Tring,2019,Mumbai,Media & Entertainment,Celebrity engagement platform,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",3000000.0,Unknown Stage
Vakilsearch,2010,Chennai,Services,"Online platform for legal, tax and compliance services",Hrishikesh Datar,Sujeet Kumar,3000000.0,Unknown Stage
Khatabook,2016,Bangalore,Finance,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,B Capital Group,60000000.0,Series B
LendingKart,2014,Ahmedabad,Finance,Provides working capital loans and business loans to MSMEs,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",11363000.0,Later Stage
Illumnus,2016,Bangalore,Education,Offers Collaborative learning management system for educational institutions,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,100000.0,Seed
LetsTransport,2015,Bangalore,Technology,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,Unknown Stage
Eggoz,2017,Bihar,Agriculture,"Provides technology backed, deep integration services to egg farmers",Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Seed
Winuall,2018,Bangalore,Education,It helps coaching institutes in digitization,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",3000000.0,Unknown Stage
Indian School Finance Company,2016,Hyderabad,Finance,NBFC that provides funding to education system,unknown,Gray Matters Capital,5271000.0,Seed
Juicy Chemistry,2014,Bangalore,Finance,It focuses on organic based skincare products,Pritesh Asher,Akya Ventures,650000.0,Series A
DeepTek,2018,Pune,Health,AI enabled radiology platform,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,3000000.0,Unknown Stage
Stepathlon Lifestyle,2012,Mumbai,Lifestyle,It organises corporate wellness programs,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",3000000.0,Unknown Stage
Sindhuja Microcredit,2018,Noida,Finance,It provides financial services to self employed women entrepreneurs,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,8700000.0,Unknown Stage
Rentmojo,2012,Bangalore,Accomodation,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,Unknown Stage
Tesco Charge Zone,2016,Gujarat,Manufacturing,Operates electric vehicle charging zone,Kartikey Hariyani,Mumbai Angels Network,3000000.0,Unknown Stage
Intello Labs,2016,Gurugram,Agriculture,Standardisation and Quality control of fruits & vegetables,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,5900000.0,Series A
SirionLabs,2012,Gurugram,Technology,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Series C
Magicpin,2015,Gurugram,Finance,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,Unknown Stage
GroCurv,2019,Gurugram,Services,"It offers a wide range of business related services like Branding, marketing, sales etc.,","Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,3000000.0,Seed
Refrens,2019,Bangalore,Technology,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed
Shiprocket,2017,Bangalore,Technology,Tech enabled logistics aggregator,Saahil Goel,"Tribe Capital, Innoven Capital, BII",13000000.0,Series C
Spyne,2016,Gurugram,Technology,Helps online businesses with visual content,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",3000000.0,Pre-Seed
Nykaa,2012,Mumbai,E-commerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,8800000.0,Unknown Stage
Docsapp,2015,Bangalore,Health,Online doctor consultation app,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0,Unknown Stage
Phable,2018,Bangalore,Health,"It creates an engagement loop between doctors, hospitals, and patients via its app","Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,1000000.0,Pre-Seed
Generic Aadhaar,2016,Bangalore,Health,It provides a platform for entrepreneurs to access generic  medicine at low cost,Arjun Deshpande,Ratan Tata,3000000.0,Unknown Stage
Nium,2016,Bangalore,Finance,Open global money platform,Prajit Nanu,"VisaVentures, BRI Ventures",3000000.0,Unknown Stage
Mintoak,2016,Mumbai,Finance,Merchant payment solutions startup,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Pre-Seed
VestSpace,2018,Pune,Engineering,It builds small satellite paltforms,Arun Kumar Sureban,Next Capital,10000000.0,Unknown Stage
Blackbuck,2015,Bangalore,Transportation & Logistics,Provides trucking services,Rajesh Yabaji,Trifecta Venture,3000000.0,Unknown Stage
Vernacular ai,2016,Bangalore,Technology,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",5100000.0,Series A
Clover,2016,Bangalore,Agriculture,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,920000.0,Unknown Stage
Varthana,2016,Bangalore,Finance,Offers secured and unsecured loans,Steve Hardgrave,ChrysCapital,15000000.0,Later Stage
Codeninja,2016,Bangalore,Technology,AI-powered 'no-code' platform which can generate application development code,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",3000000.0,Seed
MetaMerphoSys,2016,Pune,Finance,Digital insurance platform for businesses,"Amit Naik, Kewal Vargante",Good Capital,3000000.0,Pre-Seed
